epoch,train_total,train_ce,train_ce_weighted,train_lovasz,train_dice,train_dice_weighted,val_total,val_ce,val_ce_weighted,val_lovasz,val_dice,val_dice_weighted,val_miou,train_grad_norm_main,train_grad_norm_decoder,train_scaler_scale,train_conf_mean,val_conf_mean,train_valid_ratio,val_valid_ratio,train_pred_conf_mean,val_pred_conf_mean,train_pred_entropy,val_pred_entropy,train_logit_margin,val_logit_margin,train_inject_cos_sim,val_inject_cos_sim,train_inject_gate,val_inject_gate,train_inject_delta_norm,val_inject_delta_norm,train_head_delta_norm,val_head_delta_norm,train_inject_gate_s0,train_inject_gate_s1,train_inject_gate_s2,train_inject_gate_s3,val_inject_gate_s0,val_inject_gate_s1,val_inject_gate_s2,val_inject_gate_s3,train_inject_cos_s0,train_inject_cos_s1,train_inject_cos_s2,train_inject_cos_s3,val_inject_cos_s0,val_inject_cos_s1,val_inject_cos_s2,val_inject_cos_s3,val_iou_road,val_iou_sidewalk,val_iou_building,val_iou_wall,val_iou_fence,val_iou_pole,val_iou_light,val_iou_sign,val_iou_vegetation,val_iou_terrain,val_iou_sky,val_iou_person,val_iou_rider,val_iou_car,val_iou_truck,val_iou_bus,val_iou_train,val_iou_motorcycle,val_iou_bicycle
11,4.888704941868782,0.47673199702054264,1.7574042178317903,0.44003603391349316,0.8078024489432574,0.9338604746386409,5.058608048067891,0.5474644459673924,1.8315519611236497,0.46292079632799027,0.8141858485238306,0.9325833260425793,0.5497749447822571,1.2367584768682718,3.4173232524096964,2040.32,0.52236740230117,0.5450493546175252,0.7827542114257813,0.8166576066040641,0.6618289332091808,0.6464477869971045,0.4654340401105583,0.48403306261365636,0.5785904984362423,0.5602055454782664,0.8276209079753607,0.8352474903898873,0.05017513484926894,0.05023571942001581,0.230804517434914,0.21994152735228273,4.097097550332546,4.102200207451881,0.04991210363805294,0.050078867319971326,0.05049066036939621,0.0502189080696553,0.050007134675979614,0.050131477415561676,0.05054071545600891,0.050263550132513046,0.972326860204339,0.8534256118908524,0.6549693672731519,0.8297617925330997,0.9749385858404225,0.8549767712066914,0.6736940935327502,0.8373805109796852,0.9533348679542542,0.8025756478309631,0.8642017841339111,0.5597605109214783,0.45362210273742676,0.5968205332756042,0.6043103933334351,0.5789034962654114,0.8776023387908936,0.47363951802253723,0.9723430871963501,0.562217652797699,0.025629950687289238,0.8607733249664307,0.4203053414821625,0.007656041067093611,0.47439253330230713,0.05250883102416992,0.30512577295303345
12,4.813989904820919,0.46226402470842004,1.7294848051294684,0.428217293638736,0.8139112836867571,0.9268029974028468,5.028007877284083,0.5247908944420039,1.8240248993993393,0.453692117935331,0.8196132218309224,0.9262659596692165,0.5732887387275696,1.091685638129711,3.177077776491642,2048.0,0.52236740230117,0.5675687703299405,0.7827542114257813,0.8050705482219828,0.6694799493253231,0.6678862470417775,0.4597781710699201,0.46160705850042144,0.58780596293509,0.5847132934872152,0.8259113181009888,0.8204606841570639,0.05034439126262441,0.050407071597874165,0.23920415295297381,0.24791607845355282,4.084316325187683,4.100060139970826,0.050179238375276325,0.050242648255079986,0.05062867504544556,0.050327003374695777,0.05032472312450409,0.05030415952205658,0.050652630627155304,0.050346773117780685,0.9702935109660029,0.8514989186450839,0.6454415620490909,0.8364112807437778,0.9681704822432231,0.8312698082970869,0.6556684142850303,0.826734031802915,0.9529955983161926,0.7864871025085449,0.855095624923706,0.5622590780258179,0.46655580401420593,0.5716312527656555,0.600704550743103,0.5815898776054382,0.8822991251945496,0.495747834444046,0.9690322875976562,0.5469676852226257,0.011309170164167881,0.8565225601196289,0.5601913928985596,0.11292444169521332,0.5793355703353882,0.06686889380216599,0.4339677095413208
13,4.766676964312792,0.4525588734820485,1.7136862236633896,0.41997677763924,0.8207011555880308,0.9193277427926659,5.006085192041444,0.5185036317908706,1.8187942457903783,0.4482023343076847,0.8274829784050364,0.9202943773105227,0.5796324014663696,1.0470195876061916,3.121786824464798,2048.0,0.52236740230117,0.5836608443280746,0.7827542114257813,0.8095017606988916,0.6741596593335271,0.66855448146759,0.456351325660944,0.4631357184918643,0.5935199946537614,0.585144746406325,0.8246951653016731,0.8152051900187737,0.05050388452131301,0.0505877835676074,0.24248266438236793,0.2493094681301767,4.078011710047722,4.081830164481854,0.050449465727433564,0.050418479414656756,0.050737000638619065,0.05041059230454266,0.05058525502681732,0.050497233867645264,0.05081034079194069,0.05045830458402634,0.969319868646562,0.8528884499147534,0.6441379397921264,0.8324344028532505,0.9679034054279327,0.8367302988843964,0.6283783649869741,0.8278086907757914,0.9545755386352539,0.8110846877098083,0.8663263320922852,0.556455135345459,0.45331740379333496,0.5996496677398682,0.5980932116508484,0.5944349765777588,0.8845240473747253,0.5233882069587708,0.9687525033950806,0.5819060206413269,0.0613066591322422,0.8630014657974243,0.6182836890220642,0.06407364457845688,0.5718710422515869,0.10912526398897171,0.3328465223312378
14,4.726628969162703,0.44674465626478194,1.7009421034157277,0.4127911530993879,0.8248577280715108,0.9119536053016781,4.962292741672159,0.5188026935449375,1.8034455573617532,0.4415574410352214,0.8337073676985473,0.9138441985757481,0.5830366015434265,1.0007073516398668,3.1730998757481577,2048.0,0.52236740230117,0.5142318963857707,0.7827542114257813,0.8115360654633621,0.6784311578050256,0.6705774048279072,0.4532261398807168,0.4609042718052277,0.5989134250767529,0.5879396875503615,0.823727494738996,0.817108646402218,0.05064828809117898,0.050722106359899044,0.24414113012079205,0.23499250400473215,4.067334545999765,4.068225962775094,0.050642037792131306,0.050609494326636195,0.050843443041667345,0.05049817720428109,0.05070142820477486,0.050713956356048584,0.05091407150030136,0.050558969378471375,0.9688631094247103,0.8478576737642288,0.642784833908081,0.8354043618589639,0.9714275495759372,0.8459119513410652,0.6251549325846686,0.8259401521072012,0.9543780088424683,0.8058812022209167,0.8699837923049927,0.5530604720115662,0.4446239769458771,0.6001437306404114,0.5914625525474548,0.6032942533493042,0.8901717066764832,0.5069188475608826,0.9723400473594666,0.5909509062767029,0.04569060355424881,0.8651218414306641,0.5930641889572144,0.12542669475078583,0.6134042143821716,0.10145867615938187,0.35031968355178833
15,4.678422106355429,0.4381017569638789,1.6852241852506995,0.40307145916856824,0.8247929039224983,0.9049022789672017,4.959744071725554,0.5013412994704223,1.8075945662160224,0.43640993796105454,0.8377995662794911,0.9081450026904421,0.5843005180358887,0.9155710108578206,2.977884258329868,2048.0,0.52236740230117,0.5484804772758132,0.7827542114257813,0.8044668113069581,0.6821842793002725,0.6842715440712539,0.44996437592431904,0.4460151609528828,0.603450128249824,0.605176016394728,0.8212851773481816,0.8133229802321331,0.0508254549629055,0.05092004872858524,0.2568030239881609,0.2522640285617483,4.05724897429347,4.058051436992701,0.05087807731702924,0.050845460863783956,0.05097180505283177,0.05060647661797702,0.051007214933633804,0.05096147954463959,0.05106450989842415,0.05064699053764343,0.9658249901607633,0.8449628409743309,0.6408790407702327,0.8334738374873996,0.9670694653917415,0.8336161755282303,0.6259376720841883,0.8266686079243721,0.9508679509162903,0.7994369864463806,0.8741517663002014,0.5777080059051514,0.46924030780792236,0.5965934991836548,0.6247243285179138,0.6327090263366699,0.8903123140335083,0.5306636691093445,0.9730510711669922,0.5882954597473145,0.07255424559116364,0.8670671582221985,0.5349645018577576,0.08749405294656754,0.512139618396759,0.1232592761516571,0.39647501707077026
16,4.642940402179956,0.43069435223937036,1.6732958123460413,0.3966761714499444,0.8242589544504881,0.8996726120263339,4.897608159210882,0.5150687603527689,1.77881221891624,0.4357689141933554,0.8306967196206154,0.9042148065978083,0.6085355281829834,0.8539041268080473,2.8457364445924758,4080.64,0.52236740230117,0.5267819074978088,0.7827542114257813,0.8072203086514779,0.6863426796719432,0.6732949458906803,0.4465953718870878,0.4605687578470249,0.6088697604462504,0.5920409645353045,0.8176512363646179,0.8151782253399271,0.051019905330613256,0.051127160899341106,0.26235437373439585,0.2810872916211556,4.043721903413534,4.040973084313529,0.05116219137795269,0.051099149100482466,0.05113012582063675,0.050688155023381115,0.051351409405469894,0.05121154710650444,0.05120432376861572,0.05074136331677437,0.9642812444269657,0.8425574898347259,0.6326292581483721,0.8311369530484081,0.9590983542021859,0.8415885015661493,0.6253226387676935,0.8347034068236797,0.951651930809021,0.8032245635986328,0.875044584274292,0.5934056639671326,0.49593204259872437,0.610905647277832,0.6615360975265503,0.6194576025009155,0.8889005184173584,0.5377757549285889,0.9718978404998779,0.5756458640098572,0.033974457532167435,0.8721693754196167,0.6099770665168762,0.3213961720466614,0.6618116497993469,0.17634429037570953,0.30112382769584656
17,4.608397070616483,0.42479650376364586,1.6613213884085416,0.39125185071490703,0.8221426858007908,0.8945024437084794,4.918361523468506,0.4969598552569967,1.7959679644096074,0.42693947637316043,0.8271446263261617,0.8994861236346766,0.6057388186454773,0.7842145375907421,2.6676621152460576,4096.0,0.52236740230117,0.5719863522816174,0.7827542114257813,0.8096713362068966,0.6889243622124195,0.6884836391568772,0.4444199690595269,0.44296091376560665,0.612132116779685,0.6094774001190815,0.8166535450424999,0.8172318550386453,0.051213877834379674,0.05130781885236502,0.26826893832539533,0.2744187981499612,4.033531325459481,4.029465636596304,0.05146376108750701,0.0513218299485743,0.051271090023219584,0.05079883027821779,0.051613643765449524,0.05144840106368065,0.05133095756173134,0.050838273018598557,0.962706008180976,0.8424818747863173,0.6353742227703333,0.826052074432373,0.9611062021384685,0.848375694945528,0.6424172391445179,0.8170282839260665,0.9582396745681763,0.8131687641143799,0.873633623123169,0.5891836285591125,0.4807051718235016,0.6106619834899902,0.6820511221885681,0.6098324656486511,0.8900107741355896,0.5093246102333069,0.9746313691139221,0.6109850406646729,0.048182740807533264,0.8662927150726318,0.5926674008369446,0.21675314009189606,0.626891016960144,0.16991838812828064,0.38590532541275024
18,4.579649416655302,0.41883803927339613,1.652061471492052,0.384892155546695,0.8182028079405427,0.890634317472577,4.876472286402886,0.4881417325564793,1.776258564054085,0.42623826186057967,0.8312304369334517,0.8977168964341357,0.622065007686615,0.738461138419807,2.54208587795496,4096.0,0.52236740230117,0.5567043796915726,0.7827542114257813,0.8145385140855911,0.691867397017777,0.6889026167944734,0.44193149616941807,0.44343370067074966,0.6159088246710599,0.61030142222132,0.8138097180146724,0.8127439276044592,0.05142248117830604,0.05152429826557636,0.2695665303774863,0.2691731592413434,4.018773270994425,4.019772041020135,0.05176427186466753,0.05160173129290342,0.05139589218422771,0.05092802937142551,0.05188717320561409,0.051737282425165176,0.05145977437496185,0.05101296305656433,0.9623561729863286,0.8448393946513534,0.6276374914124608,0.8204058130085469,0.9625138155932497,0.8517836028425564,0.6192217385533996,0.8174565534286311,0.9575673937797546,0.8197670578956604,0.879098117351532,0.6231174468994141,0.4816466271877289,0.6059490442276001,0.6433737277984619,0.6117175221443176,0.8890628814697266,0.5476731657981873,0.9752576351165771,0.5982668399810791,0.07897648960351944,0.8813972473144531,0.6702629327774048,0.29064229130744934,0.6528800129890442,0.21720002591609955,0.39537787437438965
19,4.557900635302067,0.4146848994679749,1.6453269476443528,0.38017788317054513,0.8161600045114755,0.8870688537508249,4.877174311083526,0.5075861855680719,1.7789565612529885,0.4252556966149748,0.822937109200238,0.8940054784561026,0.6088851690292358,0.7248863616585731,2.4945327693223955,2237.44,0.52236740230117,0.5437719028791771,0.7827542114257813,0.8037915159328818,0.6934094048663973,0.6837236509828145,0.4404567404463887,0.44848517809301763,0.6177764682285488,0.6050623565765437,0.8118273587711156,0.8186282248699607,0.05163940291153267,0.051738292910158634,0.27195874677821463,0.2743445822135983,4.007808532118798,4.0037756142357885,0.05207092237658799,0.05189363183453679,0.05153705605305731,0.05105600138194859,0.05226719751954079,0.05199258029460907,0.05158406123518944,0.05110933259129524,0.9616940844804048,0.8420684349536895,0.626041437573731,0.8175054780766368,0.9610444123815434,0.8527562004592031,0.6306362874402202,0.830075999198876,0.9588446617126465,0.8250318765640259,0.8848450183868408,0.6100990176200867,0.4834388196468353,0.5941889882087708,0.6396321058273315,0.6286568641662598,0.8878052234649658,0.5279862880706787,0.9759246706962585,0.6111740469932556,0.05926886945962906,0.8743574023246765,0.6604830622673035,0.18050965666770935,0.620753288269043,0.1368320882320404,0.40898481011390686
20,4.533286241590977,0.4103245405294001,1.6375609654560686,0.37456914719194173,0.8142386501282454,0.8835951710119844,4.878560757402129,0.5037793249919497,1.7790290540075067,0.4276787682340063,0.8246110840677627,0.8928238944760685,0.6137499213218689,0.6933280098065734,2.3649764351546763,2048.0,0.52236740230117,0.5439486757214433,0.7827542114257813,0.8041469029017857,0.6961092680692673,0.6899308318575027,0.43810969855636356,0.44221377681041585,0.6211538655310869,0.6119434905463251,0.8110409880662337,0.8141923201788822,0.051858211371582,0.05194931384176016,0.27779081719259624,0.32228368616544917,4.000935968458652,3.991233956637641,0.0524409559275955,0.05214887005276978,0.05167147111147642,0.05117154839448631,0.052602577954530716,0.05228050425648689,0.05172596126794815,0.051188211888074875,0.9599920903146267,0.8427008762583137,0.6256907335855066,0.8157802521064877,0.9465589087291304,0.8566408289477155,0.635591601062878,0.817977941975805,0.9550336599349976,0.8027751445770264,0.8711844682693481,0.5904458165168762,0.46236082911491394,0.6049593687057495,0.6820808053016663,0.614948570728302,0.8915395736694336,0.5396382212638855,0.9753735661506653,0.5984546542167664,0.09473291039466858,0.8842894434928894,0.6697520613670349,0.28113579750061035,0.603560745716095,0.19980275630950928,0.3391791582107544
