total,bce,dice,iou_mse,epoch
1.4307844519615174,0.056618799016966176,0.2687354909380277,0.029672986959437063,1
1.1626462204257648,0.044971965307680266,0.245714823504289,0.017492089843775222,2
1.0565350647767384,0.04037358443776611,0.2354647914071878,0.013598583447989464,3
0.8313877005378405,0.030249828163844843,0.21642290790875754,0.009968232005970397,4
0.9805170998970667,0.037994466841531294,0.20817823966344198,0.012449528719140896,5
